Wavelength [nm],Spectral irradiance [W ⋅ m⁻² ⋅ nm⁻¹]
736,0.000137,0.000136,0.000101
737,0.000141,0.000135,0.0000976
738,0.000141,0.000134,0.0000943
739,0.000132,0.000134,0.0000906
740,0.000105,0.000138,0.0000866
741,0.0000757,0.000141,0.0000831
742,0.0000495,0.000142,0.0000802
743,0.0000354,0.000137,0.0000794
744,0.0000447,0.000123,0.000082
745,0.0000596,0.000107,0.0000848
746,0.0000767,0.0000916,0.000087
747,0.0000894,0.0000813,0.0000861
748,0.0000917,0.0000799,0.0000803
749,0.0000911,0.0000808,0.0000733
750,0.0000883,0.0000828,0.0000662
751,0.0000831,0.0000832,0.0000611
752,0.0000761,0.0000803,0.0000591
753,0.0000692,0.000077,0.0000579
754,0.0000636,0.0000735,0.0000572
755,0.0000641,0.0000707,0.0000555
756,0.0000718,0.0000689,0.0000525
757,0.0000794,0.0000673,0.0000504
758,0.0000848,0.0000661,0.0000498
759,0.0000798,0.0000647,0.0000538
760,0.0000639,0.0000632,0.0000623
761,0.0000464,0.0000621,0.0000716
762,0.0000301,0.0000614,0.0000804
763,0.0000238,0.0000627,0.0000865
764,0.0000271,0.0000654,0.0000892
765,0.0000328,0.0000676,0.000089
766,0.0000392,0.0000687,0.0000857
767,0.0000408,0.0000654,0.0000756
768,0.0000384,0.0000587,0.0000607
769,0.0000354,0.0000511,0.0000449
770,0.0000327,0.0000436,0.0000299
771,0.0000346,0.0000398,0.0000206
772,0.0000386,0.0000382,0.000016
773,0.0000416,0.0000362,0.0000141
774,0.0000423,0.000033,0.0000146
775,0.0000317,0.0000217,0.0000209
776,0.0000162,0.00000753,0.0000289
777,0.00000143,0,0.0000352
778,0,0,0.0000373
779,0,0,0.0000227
780,0.0000114,0.0000056,0.00000108
